passenger_id,route,bus,start_time,end_time,count,stops
P000902,r35,bus090,905,920,8,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P002396,r16,bus007,905,920,8,Shibpur -> Alipore -> Tollygunge -> Garia
P001912,r14,bus297,905,920,3,Rashbehari -> Gariahat -> Ballygunge -> Park Circus
P001077,r44,bus055,900,920,1,Rajarhat -> New Town -> Eco Park -> Eco Space -> Unitech
P000146,r49,bus066,910,925,5,Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P000731,r30,bus021,900,925,5,Ruby -> Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P000597,r26,bus026,900,920,3,Esplanade -> Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001238,r28,bus141,905,920,1,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P000380,r6,bus228,885,910,1,Bosepukur -> Gariahat -> Golpark -> Hazra -> Kalighat -> Esplanade
P000071,r40,bus080,910,925,9,Kalighat -> Jadavpur -> Garia -> Narendrapur
P001206,r26,bus026,900,915,9,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000615,r24,bus003,900,915,8,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P000367,r4,bus102,905,920,8,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P001490,r2,bus050,910,920,7,Park Circus -> Ruby -> Garia
P000324,r23,bus016,905,915,4,Dumdum -> VIP Road -> Ultadanga
P002877,r3,bus207,890,900,1,Kalighat -> Minto Park -> Esplanade
P002154,r23,bus016,905,915,2,Dumdum -> VIP Road -> Ultadanga
P000458,r6,bus228,885,905,2,Bosepukur -> Gariahat -> Golpark -> Hazra -> Kalighat
P001040,r52,bus049,910,925,1,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P002322,r4,bus102,905,915,10,Jadavpur -> Kalighat -> Esplanade
P000842,r14,bus297,900,910,8,Tollygunge -> Rashbehari -> Gariahat
P002723,r7,bus045,915,920,2,Salt Lake -> Karunamoyee
P001482,r51,bus100,910,925,8,Esplanade -> Rashbehari -> Gariahat -> Ruby
P002362,r20,bus051,905,920,3,Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P000463,r30,bus021,910,925,7,Ultadanga -> VIP Road -> Airport Gate No. 1 -> Barasat
P000062,r4,bus102,910,915,2,Kalighat -> Esplanade
P001405,r4,bus102,905,920,4,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P001583,r45,bus006,900,925,5,Thakurpukur -> Behala -> Sakherbazar -> New Alipore -> Alipore -> Minto Park
P002756,r7,bus045,915,920,10,Salt Lake -> Karunamoyee
P001029,r3,bus207,905,910,7,Ultadanga -> Salt Lake
P002436,r39,bus024,900,920,8,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P002473,r24,bus003,900,915,6,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P001135,r20,bus051,900,920,6,Dumdum -> Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P001900,r40,bus080,910,920,5,Kalighat -> Jadavpur -> Garia
P001176,r45,bus006,905,920,4,Behala -> Sakherbazar -> New Alipore -> Alipore
P002204,r36,bus020,905,920,1,Tollygunge -> Kalighat -> Esplanade -> Salt Lake
P000724,r3,bus207,900,910,7,Esplanade -> Ultadanga -> Salt Lake
P001775,r28,bus141,905,920,9,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002688,r21,bus011,905,920,8,Kalighat -> Hazra -> Gariahat -> Ultadanga
P000993,r28,bus141,905,920,4,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P001929,r8,bus015,910,920,4,Salt Lake -> Ultadanga -> Esplanade
P001619,r5,bus060,905,920,1,Behala -> Tollygunge -> Hazra -> Esplanade
P001378,r52,bus049,905,925,2,Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P000042,r14,bus297,910,920,9,Gariahat -> Ballygunge -> Park Circus
P001629,r40,bus080,910,920,10,Kalighat -> Jadavpur -> Garia
P000337,r51,bus100,910,925,10,Esplanade -> Rashbehari -> Gariahat -> Ruby
P000469,r4,bus102,910,915,8,Kalighat -> Esplanade
P002680,r11,bus217,915,925,7,Esplanade -> Maidan -> Rabindra Sadan
P001863,r21,bus011,910,920,4,Hazra -> Gariahat -> Ultadanga
P002349,r5,bus060,910,925,7,Tollygunge -> Hazra -> Esplanade -> Howrah Station
P001209,r52,bus049,910,920,3,Maidan -> Rabindra Sadan -> Bhowanipore
P002565,r52,bus049,910,925,4,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P001924,r57,bus042,905,920,1,Salt Lake -> New Town -> Eco Park -> Chinar Park
P001695,r38,bus027,910,915,7,Esplanade -> Ultadanga
P002304,r26,bus026,910,915,9,Salt Lake -> New Town
P001799,r8,bus015,910,915,3,Salt Lake -> Ultadanga
P001319,r29,bus040,915,920,6,Salt Lake -> New Town
P000812,r54,bus084,915,925,8,Ballygunge -> Rashbehari -> Tollygunge
P001083,r35,bus090,915,920,5,New Town -> Eco Space
P001426,r19,bus010,915,920,5,Park Circus -> Ruby
P001340,r9,bus017,915,925,3,Rashbehari -> Kalighat -> Esplanade
P002336,r4,bus102,915,920,3,Esplanade -> Howrah Station
P000604,r20,bus051,915,920,8,New Town -> Eco Park
P002576,r41,bus023,920,925,8,Sector V -> New Town
P002111,r21,bus011,915,920,6,Gariahat -> Ultadanga
P000025,r41,bus023,920,925,5,Sector V -> New Town
P002206,r56,bus014,915,925,7,Shyambazar -> MG Road -> Park Street
P001715,r35,bus090,915,920,6,New Town -> Eco Space
P001873,r9,bus017,920,925,3,Kalighat -> Esplanade
P001030,r5,bus060,920,925,1,Esplanade -> Howrah Station
P000776,r0,bus029,965,975,6,New Town -> Unitech -> Eco Space
P001752,r1,bus009,965,1015,7,SN Banerjee -> MG Road -> Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh -> Barrackpore
P000642,r0,bus029,975,990,1,Eco Space -> Aliah University -> Daber More -> ECO Park
P000069,r0,bus029,965,990,9,New Town -> Unitech -> Eco Space -> Aliah University -> Daber More -> ECO Park
P000259,r7,bus045,990,1005,6,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake
P001448,r27,bus095,995,1010,4,Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P002533,r1,bus009,975,1010,8,Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh
P000390,r3,bus207,995,1010,4,Hazra -> Kalighat -> Minto Park -> Esplanade
P000774,r57,bus042,1000,1020,9,Ultadanga -> Salt Lake -> New Town -> Eco Park -> Chinar Park
P001457,r26,bus026,995,1000,1,Ultadanga -> Salt Lake
P001644,r39,bus024,1000,1025,3,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street -> Rabindra Sadan
P000029,r52,bus049,1000,1015,2,Esplanade -> Park Street -> Maidan -> Rabindra Sadan
P001945,r3,bus207,990,1015,4,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga
P002087,r24,bus003,990,1005,1,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P001570,r4,bus102,990,1010,2,Garia -> Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P001692,r30,bus021,1005,1020,10,Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1
P000559,r26,bus026,995,1000,6,Ultadanga -> Salt Lake
P001492,r51,bus100,1005,1025,9,Lalbazar -> Esplanade -> Rashbehari -> Gariahat -> Ruby
P001772,r26,bus026,990,1005,6,Esplanade -> Ultadanga -> Salt Lake -> New Town
P001087,r3,bus207,990,1005,1,Tollygunge -> Hazra -> Kalighat -> Minto Park
P001879,r17,bus031,1005,1020,2,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah
P002022,r17,bus031,1010,1025,10,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P000532,r54,bus084,1005,1025,9,Moulali -> Park Circus -> Ballygunge -> Rashbehari -> Tollygunge
P001013,r3,bus207,1005,1015,1,Minto Park -> Esplanade -> Ultadanga
P001779,r35,bus090,995,1010,6,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P001230,r11,bus217,1000,1020,7,Barasat -> Dumdum -> Shyambazar -> Esplanade -> Maidan
P001508,r26,bus026,995,1005,1,Ultadanga -> Salt Lake -> New Town
P001227,r28,bus141,1000,1010,5,Phoolbagan -> Ultadanga -> Dumdum
P002190,r8,bus015,1010,1025,6,Salt Lake -> Ultadanga -> Esplanade -> Howrah Station
P000893,r17,bus031,1010,1025,5,Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P001109,r39,bus024,1000,1020,3,Shyambazar -> MG Road -> SN Banerjee -> Esplanade -> Park Street
P000504,r53,bus030,1005,1025,4,Dhakuria -> Gariahat -> Golpark -> Bosepukur -> Kasba
P001942,r28,bus141,995,1010,1,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002515,r4,bus102,990,1010,1,Garia -> Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P000832,r40,bus080,1000,1010,10,Howrah Station -> Esplanade -> Kalighat
P001589,r35,bus090,995,1010,10,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P002033,r2,bus050,1005,1010,9,Sealdah -> Park Circus
P000269,r46,bus025,1000,1015,9,Garia -> Kamalgazi -> Narendrapur -> Sonarpur
P000649,r25,bus008,990,995,1,New Town -> ECO Park
P001268,r35,bus090,995,1010,3,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P002011,r40,bus080,1010,1015,1,Kalighat -> Jadavpur
P001579,r3,bus207,1000,1010,10,Kalighat -> Minto Park -> Esplanade
P001285,r11,bus217,1005,1020,8,Dumdum -> Shyambazar -> Esplanade -> Maidan
P001512,r14,bus297,1000,1010,8,Tollygunge -> Rashbehari -> Gariahat
P001314,r52,bus049,1005,1020,8,Park Street -> Maidan -> Rabindra Sadan -> Bhowanipore
P002858,r46,bus025,1005,1020,8,Kamalgazi -> Narendrapur -> Sonarpur -> Garia Station Road
P001866,r3,bus207,995,1000,4,Hazra -> Kalighat
P000862,r26,bus026,995,1005,2,Ultadanga -> Salt Lake -> New Town
P001594,r2,bus050,1010,1020,6,Park Circus -> Ruby -> Garia
P001563,r17,bus031,1000,1025,6,Salt Lake Sector V -> Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P000524,r15,bus083,1000,1010,1,Esplanade -> Park Circus -> Ruby Hospital
P000394,r42,bus048,995,1015,2,Sakherbazar -> Tollygunge -> Kalighat -> Hazra -> Minto Park
P002531,r2,bus050,1010,1015,10,Park Circus -> Ruby
P002350,r28,bus141,1000,1005,9,Phoolbagan -> Ultadanga
P000561,r17,bus031,1005,1025,10,Karunamoyee -> Ultadanga -> Phoolbagan -> Sealdah -> Park Street
P002187,r3,bus207,1000,1015,8,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P000416,r26,bus026,1000,1010,9,Salt Lake -> New Town -> Rajarhat
P000165,r3,bus207,1000,1010,3,Kalighat -> Minto Park -> Esplanade
P000662,r49,bus066,1000,1025,6,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P001403,r20,bus051,1000,1010,2,VIP Road -> New Town -> Eco Park
P000317,r43,bus079,1005,1020,10,Shyambazar -> MG Road -> Sealdah -> Park Circus
P000555,r29,bus040,1010,1020,4,Ultadanga -> Salt Lake -> New Town
P002381,r50,bus114,1005,1020,7,Lake Town -> Bangur -> Ultadanga -> Bidhannagar
P001718,r12,bus094,1015,1025,4,Ultadanga -> Phoolbagan -> Sealdah
P002848,r36,bus020,1010,1025,9,Kalighat -> Esplanade -> Salt Lake -> Karunamoyee
P001531,r12,bus094,1015,1025,10,Ultadanga -> Phoolbagan -> Sealdah
P001027,r29,bus040,1010,1020,5,Ultadanga -> Salt Lake -> New Town
P002339,r10,bus068,1010,1015,5,Shyambazar -> Esplanade
P002842,r37,bus019,1010,1025,8,Shyambazar -> Baranagar -> Dunlop -> Titagarh
P002840,r14,bus297,1005,1020,3,Rashbehari -> Gariahat -> Ballygunge -> Park Circus
P002651,r52,bus049,1010,1025,7,Maidan -> Rabindra Sadan -> Bhowanipore -> Kalighat
P000930,r5,bus060,1010,1020,1,Tollygunge -> Hazra -> Esplanade
P002070,r54,bus084,1010,1025,5,Park Circus -> Ballygunge -> Rashbehari -> Tollygunge
P002094,r50,bus114,1010,1025,4,Bangur -> Ultadanga -> Bidhannagar -> Salt Lake
P001705,r14,bus297,1010,1025,10,Gariahat -> Ballygunge -> Park Circus -> Sealdah
P000572,r14,bus297,1015,1025,9,Ballygunge -> Park Circus -> Sealdah
P000293,r5,bus060,1020,1025,9,Esplanade -> Howrah Station
P002790,r58,bus018,1015,1025,8,Kalighat -> Jadavpur -> Garia
P002530,r22,bus176,1015,1025,2,Sealdah -> MG Road -> Howrah Station
P000266,r50,bus114,1020,1025,9,Bidhannagar -> Salt Lake
P001647,r36,bus020,1020,1025,8,Salt Lake -> Karunamoyee
P002012,r12,bus094,1020,1025,10,Phoolbagan -> Sealdah
P000739,r49,bus066,1020,1025,9,Salt Lake -> Sector V
P002503,r53,bus030,1020,1025,9,Bosepukur -> Kasba
P001825,r56,bus014,1020,1025,5,MG Road -> Park Street
P000621,r5,bus060,1020,1025,4,Esplanade -> Howrah Station
P000145,r7,bus045,1080,1095,9,Bagbazar -> Shyambazar -> Beleghata -> Salt Lake
P002523,r26,bus026,1080,1095,8,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000421,r35,bus090,1080,1090,2,Esplanade -> Ultadanga -> Karunamoyee
P002567,r28,bus141,1080,1100,4,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P001346,r21,bus011,1080,1100,8,Tollygunge -> Kalighat -> Hazra -> Gariahat -> Ultadanga
P000746,r32,bus001,1080,1100,4,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P001553,r27,bus095,1085,1100,10,Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P000249,r26,bus026,1080,1100,9,Esplanade -> Ultadanga -> Salt Lake -> New Town -> Rajarhat
P001232,r28,bus141,1090,1100,8,Phoolbagan -> Ultadanga -> Dumdum
P001366,r16,bus007,1080,1095,7,Howrah Station -> Shibpur -> Alipore -> Tollygunge
P002437,r32,bus001,1080,1100,3,Gariahat -> Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P000152,r32,bus001,1085,1100,2,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P000959,r0,bus029,1085,1090,10,New Town -> Unitech
P000933,r3,bus207,1100,1120,9,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade
P000562,r2,bus050,1100,1115,8,Howrah -> Sealdah -> Park Circus -> Ruby
P001038,r38,bus027,1100,1105,1,Alipore -> Minto Park
P001540,r46,bus025,1100,1115,6,Garia -> Kamalgazi -> Narendrapur -> Sonarpur
P002063,r27,bus095,1080,1100,1,Garia -> Ruby -> Ultadanga -> Salt Lake -> Karunamoyee
P002095,r26,bus026,1080,1095,10,Esplanade -> Ultadanga -> Salt Lake -> New Town
P000219,r37,bus019,1105,1120,8,MG Road -> Shyambazar -> Baranagar -> Dunlop
P000727,r3,bus207,1100,1115,5,Tollygunge -> Hazra -> Kalighat -> Minto Park
P001100,r26,bus026,1080,1095,2,Esplanade -> Ultadanga -> Salt Lake -> New Town
P001763,r28,bus141,1080,1100,4,Park Street -> Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P001993,r37,bus019,1100,1120,1,Park Circus -> MG Road -> Shyambazar -> Baranagar -> Dunlop
P002812,r3,bus207,1105,1120,9,Hazra -> Kalighat -> Minto Park -> Esplanade
P000179,r37,bus019,1110,1120,7,Shyambazar -> Baranagar -> Dunlop
P001600,r49,bus066,1110,1125,7,Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P001717,r29,bus040,1100,1125,5,Sealdah -> Phoolbagan -> Ultadanga -> Salt Lake -> New Town -> Eco Park
P000258,r3,bus207,1105,1120,1,Hazra -> Kalighat -> Minto Park -> Esplanade
P002540,r54,bus084,1110,1125,5,Park Circus -> Ballygunge -> Rashbehari -> Tollygunge
P000585,r11,bus217,1110,1125,1,Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P000651,r28,bus141,1085,1100,3,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P002435,r40,bus080,1100,1120,1,Howrah Station -> Esplanade -> Kalighat -> Jadavpur -> Garia
P000462,r26,bus026,1085,1095,9,Ultadanga -> Salt Lake -> New Town
P001342,r51,bus100,1110,1125,10,Esplanade -> Rashbehari -> Gariahat -> Ruby
P002420,r29,bus040,1105,1125,9,Phoolbagan -> Ultadanga -> Salt Lake -> New Town -> Eco Park
P000915,r7,bus045,1095,1100,1,Salt Lake -> Karunamoyee
P001529,r46,bus025,1110,1125,9,Narendrapur -> Sonarpur -> Garia Station Road -> Ruby Hospital
P000263,r28,bus141,1090,1100,6,Phoolbagan -> Ultadanga -> Dumdum
P002448,r12,bus094,1100,1120,6,Barasat -> Airport Gate No. 1 -> VIP Road -> Ultadanga -> Phoolbagan
P002854,r2,bus050,1105,1110,1,Sealdah -> Park Circus
P002182,r4,bus102,1090,1100,2,Kalighat -> Esplanade -> Howrah Station
P000291,r29,bus040,1110,1115,9,Ultadanga -> Salt Lake
P001671,r7,bus045,1095,1100,5,Salt Lake -> Karunamoyee
P001316,r53,bus030,1100,1125,9,Jadavpur -> Dhakuria -> Gariahat -> Golpark -> Bosepukur -> Kasba
P000327,r45,bus006,1100,1115,8,Thakurpukur -> Behala -> Sakherbazar -> New Alipore
P001965,r38,bus027,1100,1105,2,Alipore -> Minto Park
P001904,r53,bus030,1110,1125,9,Gariahat -> Golpark -> Bosepukur -> Kasba
P001566,r44,bus055,1105,1120,5,New Town -> Eco Park -> Eco Space -> Unitech
P000027,r49,bus066,1100,1120,6,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake
P000673,r5,bus060,1120,1125,7,Esplanade -> Howrah Station
P001199,r34,bus005,1100,1130,8,Tollygunge -> Hazra -> Kalighat -> Esplanade -> Salt Lake -> New Town -> Rajarhat
P002674,r2,bus050,1105,1110,2,Sealdah -> Park Circus
P000093,r18,bus135,1100,1120,5,Howrah Station -> Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P001133,r49,bus066,1100,1125,5,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P000223,r37,bus019,1110,1125,4,Shyambazar -> Baranagar -> Dunlop -> Titagarh
P001952,r40,bus080,1100,1120,1,Howrah Station -> Esplanade -> Kalighat -> Jadavpur -> Garia
P002079,r40,bus080,1100,1120,1,Howrah Station -> Esplanade -> Kalighat -> Jadavpur -> Garia
P001256,r14,bus297,1100,1125,2,Tollygunge -> Rashbehari -> Gariahat -> Ballygunge -> Park Circus -> Sealdah
P000975,r22,bus176,1110,1125,1,Ballygunge -> Sealdah -> MG Road -> Howrah Station
P002869,r29,bus040,1110,1120,9,Ultadanga -> Salt Lake -> New Town
P001898,r3,bus207,1110,1125,8,Kalighat -> Minto Park -> Esplanade -> Ultadanga
P002541,r14,bus297,1100,1110,7,Tollygunge -> Rashbehari -> Gariahat
P001788,r29,bus040,1120,1125,6,New Town -> Eco Park
P000616,r40,bus080,1105,1125,8,Esplanade -> Kalighat -> Jadavpur -> Garia -> Narendrapur
P002642,r5,bus060,1105,1125,8,Behala -> Tollygunge -> Hazra -> Esplanade -> Howrah Station
P000276,r11,bus217,1105,1125,4,Dumdum -> Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P002506,r43,bus079,1105,1120,1,Shyambazar -> MG Road -> Sealdah -> Park Circus
P001632,r3,bus207,1120,1130,9,Esplanade -> Ultadanga -> Salt Lake
P001185,r38,bus027,1115,1120,7,Ultadanga -> Karunamoyee
P000332,r44,bus055,1110,1120,3,Eco Park -> Eco Space -> Unitech
P001573,r23,bus016,1110,1125,7,VIP Road -> Ultadanga -> Ruby -> Garia
P002791,r2,bus050,1110,1115,4,Park Circus -> Ruby
P001031,r6,bus228,1110,1125,5,Gariahat -> Golpark -> Hazra -> Kalighat
P000308,r49,bus066,1110,1125,5,Beleghata -> Phoolbagan -> Salt Lake -> Sector V
P002857,r18,bus135,1110,1125,5,Minto Park -> Gariahat -> Ruby Hospital -> Patuli
P002543,r8,bus015,1110,1120,3,Salt Lake -> Ultadanga -> Esplanade
P002368,r51,bus100,1110,1125,2,Esplanade -> Rashbehari -> Gariahat -> Ruby
P000496,r1,bus009,1135,1160,7,Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road
P000771,r5,bus060,1115,1120,5,Hazra -> Esplanade
P002120,r44,bus055,1115,1120,1,Eco Space -> Unitech
P001637,r58,bus018,1110,1120,2,Minto Park -> Kalighat -> Jadavpur
P000073,r11,bus217,1110,1125,4,Shyambazar -> Esplanade -> Maidan -> Rabindra Sadan
P001197,r41,bus023,1115,1120,1,Salt Lake -> Sector V
P001999,r29,bus040,1120,1125,9,New Town -> Eco Park
P001973,r36,bus020,1120,1125,7,Salt Lake -> Karunamoyee
P001734,r43,bus079,1115,1120,1,Sealdah -> Park Circus
P000570,r25,bus008,1120,1130,4,Ultadanga -> Esplanade -> Howrah Station
P001143,r25,bus008,1125,1130,5,Esplanade -> Howrah Station
P000871,r3,bus207,1125,1130,9,Ultadanga -> Salt Lake
P001239,r6,bus228,1125,1130,7,Kalighat -> Esplanade
P002550,r6,bus228,1125,1130,3,Kalighat -> Esplanade
P002283,r1,bus009,1135,1170,9,Shyambazar -> Sinthee More -> Baranagar -> Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh
P002065,r26,bus026,1170,1190,8,Esplanade -> Ultadanga -> Salt Lake -> New Town -> Rajarhat
P000333,r33,bus033,1170,1175,3,Kasba -> Gariahat
P000674,r24,bus003,1170,1185,10,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P002728,r21,bus011,1170,1185,6,Tollygunge -> Kalighat -> Hazra -> Gariahat
P000450,r24,bus003,1170,1185,1,Bagbazar -> Shyambazar -> Esplanade -> Sealdah
P000881,r16,bus007,1175,1190,2,Shibpur -> Alipore -> Tollygunge -> Garia
P001350,r1,bus009,1150,1170,2,Dunlop -> BT Road -> Tobin Road -> Khardah -> Titagarh
P002487,r26,bus026,1170,1180,4,Esplanade -> Ultadanga -> Salt Lake
P001580,r15,bus083,1175,1190,7,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P001625,r4,bus102,1180,1185,2,Kalighat -> Esplanade
P000022,r20,bus051,1185,1190,9,New Town -> Eco Park
P000457,r28,bus141,1175,1190,10,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P000517,r35,bus090,1175,1190,9,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P000254,r4,bus102,1175,1190,4,Jadavpur -> Kalighat -> Esplanade -> Howrah Station
P000233,r21,bus011,1170,1190,1,Tollygunge -> Kalighat -> Hazra -> Gariahat -> Ultadanga
P000938,r28,bus141,1180,1190,1,Phoolbagan -> Ultadanga -> Dumdum
P001146,r32,bus001,1175,1190,1,Ballygunge -> Park Circus -> VIP Road -> Airport Gate No. 1
P001953,r7,bus045,1175,1185,10,Shyambazar -> Beleghata -> Salt Lake
P001125,r28,bus141,1175,1190,9,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P000189,r4,bus102,1180,1185,7,Kalighat -> Esplanade
P002798,r28,bus141,1175,1190,8,Sealdah -> Phoolbagan -> Ultadanga -> Dumdum
P000591,r21,bus011,1170,1185,2,Tollygunge -> Kalighat -> Hazra -> Gariahat
P000238,r15,bus083,1170,1190,4,Bagbazar -> Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P001548,r15,bus083,1175,1190,10,Shyambazar -> Esplanade -> Park Circus -> Ruby Hospital
P002776,r35,bus090,1185,1190,9,New Town -> Eco Space
P000045,r35,bus090,1175,1190,4,Ultadanga -> Karunamoyee -> New Town -> Eco Space
P002641,r19,bus010,1200,1215,6,Salt Lake -> Ultadanga -> Phoolbagan -> Park Circus
P000160,r16,bus007,1180,1190,9,Alipore -> Tollygunge -> Garia
P001461,r20,bus051,1175,1190,7,Airport Gate No. 1 -> VIP Road -> New Town -> Eco Park
P000112,r20,bus051,1180,1185,5,VIP Road -> New Town
P001658,r19,bus010,1205,1225,6,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P000806,r15,bus083,1180,1185,4,Esplanade -> Park Circus
P002607,r4,bus102,1180,1185,3,Kalighat -> Esplanade
P001193,r29,bus040,1200,1225,2,Sealdah -> Phoolbagan -> Ultadanga -> Salt Lake -> New Town -> Eco Park
P001791,r11,bus217,1200,1220,1,Barasat -> Dumdum -> Shyambazar -> Esplanade -> Maidan
P001383,r29,bus040,1210,1220,10,Ultadanga -> Salt Lake -> New Town
P002000,r10,bus068,1210,1215,10,Shyambazar -> Esplanade
P000417,r14,bus297,1205,1225,10,Rashbehari -> Gariahat -> Ballygunge -> Park Circus -> Sealdah
P002139,r49,bus066,1200,1220,10,Bagbazar -> Shyambazar -> Beleghata -> Phoolbagan -> Salt Lake
P001603,r7,bus045,1185,1190,5,Salt Lake -> Karunamoyee
P000059,r40,bus080,1200,1220,9,Howrah Station -> Esplanade -> Kalighat -> Jadavpur -> Garia
P000156,r21,bus011,1185,1190,7,Gariahat -> Ultadanga
P002740,r9,bus017,1210,1220,7,Gariahat -> Rashbehari -> Kalighat
P000288,r3,bus207,1210,1240,8,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
P001852,r22,bus176,1200,1225,5,Garia -> Jadavpur -> Ballygunge -> Sealdah -> MG Road -> Howrah Station
P000927,r14,bus297,1210,1225,1,Gariahat -> Ballygunge -> Park Circus -> Sealdah
P002400,r7,bus045,1180,1185,1,Beleghata -> Salt Lake
P002640,r55,bus004,1205,1225,5,Jadavpur -> Kasba -> Bosepukur -> Gariahat -> Ruby
P000009,r4,bus102,1185,1190,1,Esplanade -> Howrah Station
P002100,r29,bus040,1210,1215,6,Ultadanga -> Salt Lake
P000753,r22,bus176,1200,1225,5,Garia -> Jadavpur -> Ballygunge -> Sealdah -> MG Road -> Howrah Station
P000033,r40,bus080,1210,1220,4,Kalighat -> Jadavpur -> Garia
P000388,r2,bus050,1215,1220,3,Ruby -> Garia
P000472,r19,bus010,1205,1225,3,Ultadanga -> Phoolbagan -> Park Circus -> Ruby -> Garia
P000222,r12,bus094,1215,1220,10,Ultadanga -> Phoolbagan
P001010,r39,bus024,1205,1220,8,MG Road -> SN Banerjee -> Esplanade -> Park Street
P001289,r2,bus050,1205,1210,4,Sealdah -> Park Circus
P001997,r40,bus080,1210,1220,7,Kalighat -> Jadavpur -> Garia
P002760,r18,bus135,1205,1220,7,Esplanade -> Minto Park -> Gariahat -> Ruby Hospital
P000793,r29,bus040,1205,1215,5,Phoolbagan -> Ultadanga -> Salt Lake
P001281,r2,bus050,1210,1225,3,Park Circus -> Ruby -> Garia -> Sonarpur
P001353,r3,bus207,1215,1235,2,Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga
P001338,r8,bus015,1210,1215,10,Salt Lake -> Ultadanga
P002852,r6,bus228,1220,1235,6,Gariahat -> Golpark -> Hazra -> Kalighat
P002144,r30,bus021,1205,1220,8,Gariahat -> Ultadanga -> VIP Road -> Airport Gate No. 1
P001323,r3,bus207,1210,1240,7,Tollygunge -> Hazra -> Kalighat -> Minto Park -> Esplanade -> Ultadanga -> Salt Lake
